dst_mac,src_mac,dst_ip,src_ip,dst_port,src_port,length,vlan,pcp,nop,await0,await1,prot
8e:ab:bb:9c:20:b4,61:87:95:90:28:ae,196.49.58.122,112.170.45.31,39100,42865,495,753,5,58907,54,68,1
e7:de:95:dd:72:15,3c:2c:43:72:c1:d5,42.82.151.248,133.202.226.112,59596,40868,131,1705,7,48562,67,105,1
b7:a1:5f:f1:46:43,95:b4:06:ef:71:9a,243.41.46.98,40.14.127.134,2583,5768,617,901,3,51466,10,92,1
0b:b0:11:1a:5a:9e,1b:c4:1c:4c:b3:f5,142.248.100.149,91.203.31.66,49249,53169,348,1210,1,58888,17,11,1
19:63:d5:d4:97:5d,02:4a:b5:06:a7:83,90.154.22.189,229.84.102.89,56464,61255,565,3061,7,37273,94,83,1
a3:df:e6:05:82:eb,86:cc:8d:81:33:fa,244.97.70.15,62.20.90.192,50734,52193,207,1722,4,38376,34,18,1
68:f1:1b:f5:88:39,e1:9e:50:63:c7:70,246.18.194.187,163.23.92.58,2520,2130,216,3836,3,22377,84,124,0
88:b4:6a:38:3c:71,e3:8f:bd:98:66:e7,246.216.135.73,94.56.189.125,13265,39098,782,1196,3,14206,47,71,0
e4:13:4e:f2:68:da,9c:9c:b6:0a:c0:b8,178.179.29.249,173.153.0.229,24030,47002,682,30,2,61636,8,52,0
b2:19:04:5c:98:3f,8a:f3:0a:9d:97:63,122.108.164.115,242.168.13.252,57074,10122,407,3806,3,63474,35,0,0
64:54:6b:6a:b6:f2,2b:f9:c9:81:9f:cc,168.247.134.137,156.93.211.233,32013,9514,617,2276,4,32970,5,46,0
15:b5:05:ec:29:b8,2b:09:2a:32:20:85,255.166.201.205,121.254.100.71,60214,32880,989,1580,4,63847,65,96,1
3c:2c:43:72:c1:d5,51:12:c0:08:c9:11,23.90.116.248,95.63.43.34,21280,18298,1377,1267,4,58645,31,96,0
0f:7c:44:6c:00:93,ee:45:44:7f:fb:a1,57.245.70.1,120.101.22.216,27094,49013,1321,1060,2,30248,48,59,0
dd:f9:10:12:bf:94,bb:2d:4f:14:7e:45,6.202.82.67,178.179.29.249,6122,25301,1030,1026,6,54448,0,124,1
eb:4d:de:b3:42:66,6f:ea:7b:a0:97:ac,87.236.202.129,173.183.142.104,34880,32981,1330,2419,1,25967,28,3,0
e0:57:9b:1a:32:c9,55:df:b6:03:bf:b9,246.18.194.187,93.3.77.109,28823,56669,649,3708,7,20291,67,33,0
0f:7c:44:6c:00:93,2c:5f:0f:d0:28:76,173.183.142.104,157.44.166.11,44496,61853,1105,928,7,23582,123,111,1
32:28:c2:9e:cd:05,7e:47:ef:1d:69:72,84.16.219.223,34.138.33.187,50714,124,534,1441,6,25425,76,38,0
fc:8a:00:d3:f6:cf,1b:08:a2:4d:55:cf,33.69.85.156,37.255.177.14,20936,48039,921,584,2,31842,20,79,1
a3:3d:b8:8d:e1:f8,39:f6:c9:ba:15:01,89.14.212.144,204.122.214.109,393,64929,1104,1119,2,64000,70,120,1
18:22:46:0c:cf:d6,1d:46:01:0c:1b:0e,135.113.236.161,40.59.197.15,37062,14254,966,3289,4,58891,104,93,1
05:ea:8a:5d:c3:49,bd:6b:fc:c6:8d:f2,91.212.203.219,8.37.141.33,48813,19043,624,3783,2,10742,58,13,1
eb:4d:de:b3:42:66,a3:7e:26:23:0a:f2,92.111.65.224,22.2.45.162,28987,41778,317,4015,3,12354,66,79,0
bf:2c:7c:c9:20:1c,f4:ed:48:bd:46:d8,203.104.205.246,169.62.68.11,59449,37982,1167,2750,7,21691,87,46,0
60:3d:25:f8:2a:88,c9:a9:ff:b5:a3:56,127.26.240.59,59.242.239.27,13130,2834,630,3862,5,42418,82,82,0
9a:aa:b7:47:b1:67,8f:f4:11:fe:c3:d5,218.162.195.91,29.192.234.123,57375,5511,1400,3871,5,45368,13,105,0
1a:b0:1d:5f:ae:09,60:3d:25:f8:2a:88,253.219.164.64,33.69.85.156,19637,42047,995,2437,1,37777,66,69,0
32:28:c2:9e:cd:05,24:68:80:e1:04:fc,249.114.121.202,116.130.106.211,21304,21471,1287,3876,0,23016,74,28,0
2e:a3:d3:70:56:46,2b:09:2a:32:20:85,87.134.255.111,47.17.206.19,1909,11166,1043,2328,7,9687,84,71,1
20:4b:e7:10:7a:46,b3:b3:ef:09:fa:b4,156.93.211.233,79.224.149.149,34618,7796,210,964,2,20626,66,27,0
8f:f4:11:fe:c3:d5,05:ea:8a:5d:c3:49,241.229.23.84,8.37.141.33,47210,47659,952,3263,0,53570,5,86,1
12:a1:ba:60:2a:8e,9a:46:33:cc:a7:ea,157.44.166.11,249.114.121.202,11535,27453,758,1119,0,49649,27,37,1
a8:3b:6f:c7:22:71,09:7c:ee:c5:59:cd,255.166.201.205,39.177.208.117,62176,62299,537,467,1,62747,103,96,0
86:cc:8d:81:33:fa,15:66:2a:e6:31:42,231.33.243.82,142.248.100.149,21516,29458,344,2903,0,14020,55,22,1
5b:f6:20:2b:8c:ae,d2:38:b7:9d:52:5f,173.153.0.229,135.159.44.119,42761,5862,275,3851,2,24698,109,37,0
fa:8c:5e:81:e7:74,a3:7e:26:23:0a:f2,121.254.100.71,93.76.75.244,838,47448,758,1732,1,62810,23,88,1
2e:6e:fd:06:f8:4f,21:d0:b3:86:71:b0,154.180.106.188,36.86.252.203,55939,48013,799,2737,2,48367,113,1,0
eb:25:de:6c:26:2d,c3:e3:66:4d:b3:aa,24.68.251.61,101.149.150.193,58623,24502,502,3186,3,54502,108,111,0
0a:ae:b9:68:87:58,1a:b0:1d:5f:ae:09,168.247.134.137,3.240.2.41,56625,12158,259,3223,0,51286,88,118,0
61:87:95:90:28:ae,ac:6b:05:ee:db:e7,117.86.191.71,154.221.16.57,21495,15686,1038,83,6,49225,23,38,0
96:19:c9:00:e3:45,fb:69:dd:e7:f8:75,53.208.15.51,173.153.0.229,58122,52093,561,134,5,44139,126,60,0
62:f9:e6:e2:06:38,95:3e:6d:69:48:2b,205.253.138.123,160.226.106.121,33337,41219,414,640,4,29649,28,81,1
54:9b:ef:1e:b4:4b,fb:49:b7:72:3c:08,87.134.255.111,7.250.128.129,16364,32388,1115,2103,4,32612,114,82,1
d9:65:03:79:2d:20,d0:d5:0e:a4:25:e5,47.85.237.146,11.107.1.119,588,709,360,952,3,55664,76,75,1
9b:09:04:0b:e7:f4,a0:5f:bf:ab:0e:f3,62.166.82.57,177.60.81.35,57962,6801,542,3315,7,37184,99,34,0
49:6d:54:cd:fe:4d,97:f8:0e:8f:14:a6,165.0.218.9,154.221.16.57,42950,15913,993,3001,7,55183,87,111,0
05:ea:8a:5d:c3:49,0f:54:d7:84:66:80,233.165.151.142,135.159.44.119,663,18807,454,618,3,56319,71,118,1
8e:9e:d1:ff:3f:33,64:54:6b:6a:b6:f2,164.56.91.149,223.200.229.98,11961,8647,485,3263,2,19810,42,90,1
1b:08:a2:4d:55:cf,d9:66:a9:eb:aa:c1,223.13.4.63,91.212.203.219,34803,63034,1385,1961,0,43033,117,69,0
ad:d9:78:94:5d:a4,54:9b:ef:1e:b4:4b,123.39.45.198,222.198.81.191,2932,42298,998,1346,3,30500,96,88,0
1d:9b:19:fb:79:7a,cf:b7:e3:04:06:36,15.9.215.166,137.168.253.17,20709,27969,1443,894,7,36571,47,97,1
b2:a7:80:af:68:2c,a0:5f:bf:ab:0e:f3,163.95.173.49,110.4.151.133,64114,32103,1158,2287,5,16708,8,99,0
bf:2c:7c:c9:20:1c,3a:05:4d:05:83:d3,33.69.85.156,105.18.247.109,62773,32933,1440,3155,5,52182,50,96,1
96:19:c9:00:e3:45,54:9b:ef:1e:b4:4b,126.160.7.208,133.202.226.112,10186,15230,743,3891,3,26645,122,119,1
90:44:7a:f9:9d:08,42:06:8b:d1:45:e7,157.44.166.11,121.236.189.212,41837,62982,1019,628,6,44383,17,7,0
d3:81:98:0f:8b:c9,32:28:c2:9e:cd:05,156.40.10.10,160.226.106.121,37999,36343,179,1115,3,33763,118,111,0
d3:81:98:0f:8b:c9,93:e0:d0:5e:f2:db,169.62.68.11,135.159.44.119,32478,43087,113,2799,4,49028,90,4,1
90:88:9a:88:28:90,dd:f9:10:12:bf:94,169.62.68.11,240.193.25.216,25661,49828,337,1061,5,25677,96,120,1
15:b5:05:ec:29:b8,26:0c:a7:33:18:8f,110.97.158.3,173.183.142.104,43240,854,538,2357,6,54704,14,89,1
09:7c:ee:c5:59:cd,a1:ca:73:c5:22:a3,136.173.120.87,109.2.254.98,10465,45443,840,1279,5,10063,114,123,0
d2:6e:ca:ae:66:4f,61:87:95:90:28:ae,223.13.4.63,148.32.149.134,61689,7181,326,3194,0,20253,95,78,0
fa:8c:5e:81:e7:74,a0:5f:bf:ab:0e:f3,81.222.99.13,18.240.133.44,38426,3304,1402,3559,0,21625,44,105,0
97:f8:0e:8f:14:a6,63:ca:7e:2a:f9:35,21.10.159.64,136.115.41.246,54289,44632,446,2503,7,52219,48,93,0
e1:4e:65:06:ef:2e,af:04:e4:4e:78:d2,232.43.151.25,22.2.45.162,4294,30734,897,1584,0,42031,63,29,1
0a:ae:b9:68:87:58,ff:be:e4:fd:64:48,159.48.9.18,110.4.151.133,41854,37237,864,3170,6,45402,44,6,0
a3:3d:b8:8d:e1:f8,d9:ad:9d:59:72:cb,232.83.104.26,203.100.78.6,1666,59346,1200,3563,7,47952,65,21,1
b1:e6:ba:eb:6d:18,b2:5e:22:db:c8:2c,21.33.152.193,47.17.206.19,9376,43791,1222,512,4,47359,27,21,0
a3:3e:a5:86:76:81,1d:9b:19:fb:79:7a,188.75.55.128,201.102.167.209,25971,58971,1300,2741,0,28307,24,87,1
28:fc:be:e5:9f:26,93:e0:d0:5e:f2:db,130.121.222.34,252.201.137.59,3821,41686,135,2529,5,7029,28,72,1
b8:c4:2d:10:2c:b5,9c:9c:b6:0a:c0:b8,91.212.203.219,62.212.208.208,32970,43507,970,3457,4,57468,42,36,1
2b:09:2a:32:20:85,20:4b:e7:10:7a:46,124.217.62.217,120.50.251.121,22746,15701,990,1582,4,15677,80,92,1
6f:ea:7b:a0:97:ac,09:b2:d8:bf:5c:9e,48.43.226.189,234.182.45.216,12682,3282,78,280,0,30522,104,32,1
1c:80:c9:0b:08:1e,54:9b:ef:1e:b4:4b,43.96.119.196,133.181.20.70,16202,56548,1432,2940,7,39716,114,110,1
5d:a2:94:c0:ea:a5,55:e3:13:c7:73:11,134.251.159.158,204.122.214.109,23287,57772,792,2883,7,8583,125,22,1
2a:87:f7:14:8b:20,d9:66:a9:eb:aa:c1,111.105.229.141,214.135.213.31,65472,15408,1291,1041,4,63954,79,60,1
4e:95:db:04:01:a0,be:61:0a:be:90:6d,156.40.10.10,210.57.26.132,30958,37950,100,2263,5,56990,82,52,1
a0:5f:bf:ab:0e:f3,1c:80:c9:0b:08:1e,102.54.37.149,230.1.32.206,59490,41941,128,567,3,24805,113,36,1
8e:9e:d1:ff:3f:33,93:53:33:07:0e:0f,178.22.42.126,28.171.212.197,2596,22173,504,3593,7,6480,72,16,0
bf:2c:7c:c9:20:1c,ee:45:44:7f:fb:a1,183.243.247.167,242.168.13.252,52524,5513,771,2214,7,22324,73,118,0
49:04:8b:69:29:58,54:9b:ef:1e:b4:4b,91.203.31.66,157.44.166.11,36252,54481,709,1906,6,6187,61,5,0
14:af:61:9f:29:10,81:f3:00:1b:2f:83,176.125.209.175,91.203.31.66,7601,31363,550,2193,6,54504,124,4,1
07:bb:6a:fa:76:9a,62:f9:e6:e2:06:38,210.57.26.132,84.16.219.223,1028,56840,1096,1997,3,23391,4,83,1
ca:59:d5:97:0d:e7,e0:57:9b:1a:32:c9,194.99.65.146,150.184.101.61,56585,13540,1356,2405,3,5249,119,22,0
46:41:36:27:88:a3,24:68:80:e1:04:fc,164.92.142.73,138.231.207.107,36145,56869,484,2111,2,12072,62,59,1
60:64:9f:39:8b:32,08:5d:87:af:14:57,57.190.98.49,232.11.209.119,50008,16022,382,3498,3,31140,115,115,1
c3:70:ac:14:fb:5e,9b:09:04:0b:e7:f4,206.205.171.252,62.20.90.192,26409,9133,238,120,7,61533,65,122,0
5a:18:ba:da:24:22,6f:ea:7b:a0:97:ac,234.20.48.174,10.210.135.25,40059,56343,1274,1368,1,13216,53,98,1
8f:f4:11:fe:c3:d5,2b:09:2a:32:20:85,36.28.97.230,243.41.46.98,42183,40330,123,1267,2,27857,24,25,0
2a:63:6b:5f:5c:21,e1:9e:50:63:c7:70,217.236.117.69,43.85.203.255,28449,46069,542,3714,6,53866,81,23,0
49:75:00:3a:f9:11,95:3e:6d:69:48:2b,94.56.189.125,48.43.226.189,46520,65259,1365,3802,6,21443,107,97,0
b1:e6:ba:eb:6d:18,28:fc:be:e5:9f:26,206.205.171.252,229.84.102.89,40540,22652,690,3284,5,63848,22,123,0
09:7c:ee:c5:59:cd,f4:ed:48:bd:46:d8,183.243.247.167,47.17.206.19,57348,14671,1103,1080,6,19889,69,57,0
1f:40:84:7f:fd:4d,8f:f6:c7:b2:ae:e8,232.11.209.119,103.46.94.79,39871,53327,1339,2745,4,38190,52,51,0
14:af:61:9f:29:10,f7:84:69:72:3c:b0,223.13.4.63,59.59.239.53,39595,26340,360,3040,5,38992,8,56,1
e1:ff:b7:8d:eb:17,46:41:36:27:88:a3,50.48.115.222,116.130.106.211,43615,21658,1389,1292,4,29878,66,27,0
bb:2d:4f:14:7e:45,6b:c0:b8:ab:03:fe,169.62.68.11,11.107.1.119,35057,37355,1178,759,2,36074,3,72,1
68:f1:1b:f5:88:39,86:0c:1f:e8:e6:95,105.166.83.31,204.248.148.176,10901,10929,743,1561,2,23859,71,28,1
b2:19:04:5c:98:3f,62:f9:e6:e2:06:38,21.99.110.14,135.82.109.50,53766,39701,315,104,0,42658,20,81,0
5b:f6:20:2b:8c:ae,ac:6b:05:ee:db:e7,23.90.116.248,218.162.195.91,41531,50957,723,1883,7,18030,91,24,1
41:81:95:f7:6f:e6,a1:d7:fa:65:33:ae,200.96.160.79,52.97.229.139,13037,18846,439,200,5,14496,49,32,1
2b:09:2a:32:20:85,b4:53:d4:65:f0:79,135.113.236.161,138.231.207.107,23902,34318,73,1817,1,3449,83,120,0
fd:e2:24:35:c5:88,fd:e2:24:35:c5:88,62.20.90.192,57.190.98.49,60752,9306,1350,439,6,45718,56,71,0
68:f1:1b:f5:88:39,0a:ae:b9:68:87:58,252.201.137.59,90.154.22.189,12179,14451,1349,1472,7,42061,116,91,0
cd:56:45:e3:61:57,e6:c9:de:7f:f2:5e,229.84.102.89,238.189.98.53,60537,31968,602,4082,7,51428,5,35,0
b9:03:1e:9e:87:3d,19:63:d5:d4:97:5d,122.108.164.115,112.170.45.31,26088,47141,607,3404,4,41701,123,124,1
0c:fe:1d:ef:e0:28,09:7c:ee:c5:59:cd,33.69.85.156,163.23.92.58,53695,14710,748,3735,7,26330,44,104,1
1b:08:a2:4d:55:cf,07:bb:6a:fa:76:9a,15.9.215.166,232.83.104.26,39399,10328,913,754,7,34584,0,114,0
6d:79:c9:67:b9:7e,39:f6:c9:ba:15:01,238.189.98.53,218.162.195.91,10188,56992,362,71,5,34217,106,12,0
96:f8:85:99:bf:90,08:5d:87:af:14:57,178.183.4.201,141.213.149.26,34810,52027,977,1781,6,8917,17,117,0
1b:94:43:33:ed:18,42:06:8b:d1:45:e7,117.178.245.116,14.112.54.48,2230,24821,765,261,3,19809,78,51,1
54:49:8a:b5:15:4e,32:28:c2:9e:cd:05,127.26.240.59,126.160.7.208,41558,2689,451,858,1,25616,76,16,1
d3:81:98:0f:8b:c9,55:df:b6:03:bf:b9,188.75.55.128,173.199.154.54,10304,51087,1340,2263,4,13856,119,18,0
a3:3e:a5:86:76:81,ba:82:01:5f:25:04,93.3.77.109,1.227.131.126,52468,17571,711,2035,1,46544,13,80,0
9d:ea:aa:4f:6e:6d,7e:92:b6:21:98:11,153.0.22.221,217.163.32.131,32858,28352,218,2153,2,9715,16,15,1
fb:69:dd:e7:f8:75,cb:3a:a9:4c:3f:ce,178.22.42.126,223.200.229.98,59674,13558,527,200,0,56279,73,81,1
28:fc:be:e5:9f:26,49:04:8b:69:29:58,91.203.31.66,229.84.102.89,2946,60369,628,570,6,2763,1,13,1
dd:f9:10:12:bf:94,54:49:8a:b5:15:4e,118.225.86.65,244.97.70.15,996,62994,99,562,4,49355,19,81,0
10:26:92:05:ee:59,f4:ed:48:bd:46:d8,204.122.214.109,229.84.102.89,45134,46390,1081,1087,1,29977,89,33,0
9c:9c:b6:0a:c0:b8,96:19:c9:00:e3:45,52.58.189.234,137.168.253.17,32933,20447,1450,1334,1,58969,67,5,0
20:4b:e7:10:7a:46,56:1b:49:51:65:5f,178.179.29.249,112.37.123.5,3164,54519,345,1149,5,5494,51,48,1
49:6d:54:cd:fe:4d,5d:a2:94:c0:ea:a5,61.249.165.113,234.20.48.174,65202,34683,953,2213,3,12576,89,54,0
60:64:9f:39:8b:32,9a:46:33:cc:a7:ea,223.13.4.63,10.210.135.25,27925,28209,330,3005,4,8233,11,91,1
eb:25:de:6c:26:2d,55:df:b6:03:bf:b9,161.23.185.130,173.183.142.104,10083,27490,606,1981,3,39897,107,31,0
6e:a2:ed:a8:83:bd,cb:3a:a9:4c:3f:ce,123.39.45.198,190.20.119.25,60761,2426,805,1911,0,3811,43,36,1
14:af:61:9f:29:10,bf:2c:7c:c9:20:1c,107.93.180.28,34.138.33.187,45593,22299,674,646,3,36677,37,78,0
97:f8:0e:8f:14:a6,bd:3e:11:f3:f8:a6,200.96.160.79,11.107.1.119,43984,26400,156,3641,2,22862,67,53,0
a8:3b:6f:c7:22:71,60:64:9f:39:8b:32,123.39.45.198,232.247.93.255,11325,9938,503,3894,2,2180,96,63,1
c3:a4:17:af:30:cb,ad:59:6a:19:0e:6d,87.134.255.111,61.249.165.113,31889,51104,945,1224,0,10214,60,6,1
d3:e1:1e:d0:74:a9,b0:e1:6c:b7:06:ab,164.170.241.102,90.154.22.189,62513,52115,1189,2535,1,9630,103,48,1
d9:14:10:bd:a8:55,a3:df:e6:05:82:eb,161.23.185.130,189.70.26.174,14969,57557,467,1579,0,41532,56,9,1
b3:b3:ef:09:fa:b4,09:b2:d8:bf:5c:9e,94.7.178.20,232.43.151.25,54333,39287,1251,1139,6,43256,114,9,1
75:91:ed:ba:3e:ee,fd:e2:24:35:c5:88,16.21.180.159,135.113.236.161,5842,30967,709,3270,4,6123,58,49,0
95:b4:06:ef:71:9a,4a:f2:40:a1:d3:28,243.41.46.98,178.183.4.201,9144,64315,822,3333,3,61920,34,103,1
1d:46:01:0c:1b:0e,18:22:46:0c:cf:d6,91.212.203.219,232.83.104.26,34512,8198,391,2183,1,42720,76,13,1
1b:94:43:33:ed:18,75:91:ed:ba:3e:ee,38.47.105.204,240.193.25.216,63706,61069,1166,3975,0,38141,37,94,1
09:7c:ee:c5:59:cd,65:5f:ff:ec:ca:ab,43.85.203.255,52.97.229.139,58968,60599,266,419,0,8671,82,50,0
49:6d:54:cd:fe:4d,31:0e:e1:2d:00:a5,95.63.43.34,200.96.160.79,41165,17981,745,2596,1,46702,96,64,1
bf:2c:7c:c9:20:1c,bd:3e:11:f3:f8:a6,110.4.151.133,11.107.1.119,33714,11614,101,3966,4,35280,66,27,0
ad:59:6a:19:0e:6d,0b:b0:11:1a:5a:9e,110.4.151.133,149.182.77.248,11730,19993,155,1138,3,63471,104,63,1
d9:14:10:bd:a8:55,4e:e1:6c:5a:1b:d2,234.182.45.216,133.202.226.112,65498,6524,292,649,6,15676,60,10,1
12:fc:04:cb:3f:c8,9a:2a:19:36:9b:8a,232.43.151.25,0.222.85.226,42788,41118,661,1058,5,39204,17,35,1
41:81:95:f7:6f:e6,2f:ae:bd:be:a3:4a,142.248.100.149,36.28.97.230,57172,44968,821,3265,6,29901,105,78,1
bb:38:83:6e:08:c3,6d:79:c9:67:b9:7e,94.7.178.20,49.218.66.231,35319,23939,343,1728,7,16509,124,3,0
1c:67:36:11:2b:e7,d0:d5:0e:a4:25:e5,241.229.23.84,81.222.99.13,17164,431,317,3758,5,40323,51,116,0
b2:19:04:5c:98:3f,f7:84:69:72:3c:b0,102.54.37.149,81.222.99.13,37631,47456,453,1978,1,48604,69,54,0
fc:8a:00:d3:f6:cf,ca:59:d5:97:0d:e7,37.255.177.14,48.156.56.147,46679,45829,1279,2106,0,28603,0,63,1
c3:a4:17:af:30:cb,b8:cb:27:3c:a1:fe,111.105.229.141,62.20.90.192,6631,24866,808,2650,3,56499,93,19,1
bc:fb:50:45:e9:8a,9b:c2:17:6a:ad:4c,40.14.127.134,189.70.26.174,26157,26451,1298,406,4,18734,13,9,1
b2:a7:80:af:68:2c,08:5d:87:af:14:57,121.236.189.212,130.121.222.34,48382,50814,668,3722,1,42308,42,72,1
12:a1:ba:60:2a:8e,e7:de:95:dd:72:15,90.154.22.189,178.235.200.11,64512,7374,1183,88,7,15282,103,54,1
a8:3b:6f:c7:22:71,27:f6:19:3b:c8:02,5.186.243.180,65.244.219.116,49331,11731,879,3987,7,36372,80,34,1
e1:ff:b7:8d:eb:17,27:f6:19:3b:c8:02,134.251.159.158,232.43.151.25,30822,12085,438,3215,6,52564,17,69,1
21:d0:b3:86:71:b0,a3:7e:26:23:0a:f2,201.250.252.138,97.60.237.71,15504,20773,542,3375,4,35145,100,102,1
60:3d:25:f8:2a:88,b3:b3:ef:09:fa:b4,178.22.42.126,6.88.229.22,31090,63317,1398,3837,6,61109,21,90,0
8a:f3:0a:9d:97:63,4e:e1:6c:5a:1b:d2,135.159.44.119,233.5.241.225,38431,62808,1433,75,6,35015,2,5,1
cb:3a:a9:4c:3f:ce,68:f1:1b:f5:88:39,154.180.106.188,157.44.166.11,17740,10988,675,3478,5,54728,30,10,1
b0:e1:6c:b7:06:ab,1a:b0:1d:5f:ae:09,227.254.19.144,104.147.41.32,59001,5488,1148,3402,1,11722,72,103,0
61:87:95:90:28:ae,86:cc:8d:81:33:fa,21.99.110.14,6.202.82.67,7866,7101,460,294,6,7360,66,7,1
dd:fc:9e:95:73:0f,bf:f3:02:69:f8:fa,153.0.22.221,228.95.35.154,32949,63557,447,3098,0,36905,102,94,1
55:a2:6c:f6:bf:b7,0f:7c:44:6c:00:93,159.48.9.18,144.208.144.190,40577,30412,645,3033,3,53880,11,25,0
02:4a:b5:06:a7:83,8b:42:e1:b2:b8:9f,232.11.209.119,134.251.159.158,21341,4658,1160,2083,5,50398,55,101,0
4e:95:db:04:01:a0,12:fc:04:cb:3f:c8,154.180.106.188,136.115.41.246,28807,63379,277,4020,0,38695,53,65,1
d3:e4:09:a2:08:fd,a8:3b:6f:c7:22:71,110.4.151.133,8.163.244.15,63982,13449,293,4063,6,23814,75,32,1
bd:6b:fc:c6:8d:f2,65:5f:ff:ec:ca:ab,62.212.208.208,116.9.170.244,42241,33884,861,1693,4,6870,58,67,0
21:0c:75:d4:6c:45,e3:8f:bd:98:66:e7,201.250.252.138,201.250.252.138,63857,17716,509,696,7,13750,72,66,0
a3:3d:b8:8d:e1:f8,62:2e:9e:de:91:3a,135.159.44.119,200.96.160.79,1974,44485,1218,2146,4,51059,27,30,1
b4:53:d4:65:f0:79,32:c7:74:e3:bf:dc,61.171.103.190,204.122.214.109,16087,65211,300,772,3,220,56,65,1
d3:e4:09:a2:08:fd,ac:6b:05:ee:db:e7,224.45.157.80,154.221.16.57,56498,15643,337,3422,3,21992,43,103,0
ba:82:01:5f:25:04,10:26:92:05:ee:59,226.182.86.107,178.179.29.249,18796,9162,271,232,1,12104,17,0,1
27:f6:19:3b:c8:02,b8:cb:27:3c:a1:fe,153.0.22.221,6.202.82.67,44560,15069,225,3789,4,35573,111,73,1
ee:45:44:7f:fb:a1,fb:69:dd:e7:f8:75,52.97.229.139,124.217.62.217,41559,53862,1063,1170,5,52084,61,88,0
a0:5f:bf:ab:0e:f3,67:1a:63:9a:15:2c,29.192.234.123,144.208.144.190,14003,47979,244,804,4,14106,113,17,1
e7:de:95:dd:72:15,54:8a:f4:de:38:f8,50.61.212.77,211.80.37.93,26795,38591,805,2023,1,8478,11,112,0
2a:87:f7:14:8b:20,ee:45:44:7f:fb:a1,18.240.133.44,59.242.239.27,9246,27518,104,2082,4,56191,18,101,0
19:63:d5:d4:97:5d,bc:fb:50:45:e9:8a,246.216.135.73,37.255.177.14,46821,63215,717,2168,5,56598,46,36,1
42:06:8b:d1:45:e7,9d:ea:aa:4f:6e:6d,106.22.15.255,48.156.56.147,60457,2781,460,275,4,54900,55,40,1
e0:57:9b:1a:32:c9,69:f8:ad:6d:c7:59,52.58.189.234,237.208.91.49,62325,36881,1016,3300,3,54932,90,12,1
9c:9c:b6:0a:c0:b8,fd:e2:24:35:c5:88,116.130.106.211,220.122.63.186,43354,34237,1326,1196,0,62090,87,92,0
af:04:e4:4e:78:d2,e0:57:9b:1a:32:c9,107.93.180.28,156.93.211.233,16290,1018,1161,3094,3,35611,11,21,0
7e:92:b6:21:98:11,0b:b0:11:1a:5a:9e,0.222.85.226,105.18.247.109,38047,55186,1281,3763,6,62659,111,12,1
5d:a2:94:c0:ea:a5,99:82:55:1b:24:49,133.181.20.70,79.40.179.120,64696,60121,1212,2154,2,23905,57,115,1
d2:6e:ca:ae:66:4f,ac:6b:05:ee:db:e7,97.60.237.71,43.96.119.196,28735,42891,116,3076,7,44475,14,14,0
6e:ae:0c:87:4f:94,d9:65:03:79:2d:20,217.163.32.131,150.36.223.37,30059,16864,1464,1664,1,27745,59,10,0
6b:c0:b8:ab:03:fe,51:12:c0:08:c9:11,183.65.196.80,7.250.128.129,38661,64218,1315,2755,7,28612,13,124,1
19:63:d5:d4:97:5d,dd:fc:9e:95:73:0f,203.100.78.6,201.250.252.138,56184,44555,656,3760,7,16218,51,10,1
d9:65:03:79:2d:20,7f:bd:c8:45:9e:42,7.250.128.129,90.154.22.189,37790,2274,585,3551,3,23495,7,65,1
76:d5:47:1c:32:f3,49:75:00:3a:f9:11,116.9.170.244,103.46.94.79,18563,60266,1235,3658,6,8304,88,119,1
2b:f9:c9:81:9f:cc,0b:b0:11:1a:5a:9e,178.235.200.11,237.208.91.49,8022,31195,197,2317,5,57675,73,61,1
42:6f:32:f0:b9:cc,a1:ca:73:c5:22:a3,160.226.106.121,220.122.63.186,45078,52258,1095,876,7,12492,61,104,0
27:f6:19:3b:c8:02,bf:f3:02:69:f8:fa,60.61.69.163,173.183.142.104,15720,16000,579,1182,2,55423,99,29,1
d3:e4:09:a2:08:fd,cd:56:45:e3:61:57,126.160.7.208,206.205.171.252,20696,37164,467,993,6,60888,29,102,0
4e:e1:6c:5a:1b:d2,5a:97:49:ce:c9:7a,200.94.176.103,189.70.26.174,48369,10406,1322,3817,5,40510,107,105,0
d3:e4:09:a2:08:fd,bf:f3:02:69:f8:fa,237.208.91.49,217.236.117.69,8196,11091,382,2738,7,7542,22,39,0
18:22:46:0c:cf:d6,5b:f6:20:2b:8c:ae,222.198.81.191,242.168.13.252,41952,22807,1283,3515,0,14876,5,26,0
55:df:b6:03:bf:b9,61:87:95:90:28:ae,220.122.63.186,14.175.64.221,24230,42314,1125,1270,4,28494,65,101,1
bc:df:b5:dc:fa:56,2b:03:9c:79:5d:70,253.219.164.64,232.11.209.119,24944,24934,195,2098,1,31443,99,0,1
15:66:2a:e6:31:42,f4:ed:48:bd:46:d8,3.240.2.41,218.214.84.68,46256,9452,690,3317,1,12568,40,120,0
32:28:c2:9e:cd:05,1d:9b:19:fb:79:7a,107.93.180.28,176.125.209.175,53749,28633,756,521,6,14843,57,1,1
21:94:5d:4a:76:f3,9b:09:04:0b:e7:f4,8.37.141.33,204.122.214.109,5497,55224,581,2321,2,12819,51,105,1
d9:14:10:bd:a8:55,02:4a:b5:06:a7:83,60.61.69.163,124.172.153.86,39118,43280,717,977,0,3039,87,5,0
